0,CombatZoneResizeinstant,241,226,406,391,,,,
0,HeartTeleport,320,324,,,,,,
0,HeartMode,1,,,,,,,
0,SET,开炮,0,,,,,,
0,SET,回合持续时间,0,,,,,,
0,HeartMaxFallSpeed,150,,,,,,,
0.01,GetHeartPos,HeartX,HeartY,,,,,,
0,add,开炮,$开炮,1,,,,,
0,add,回合持续时间,$回合持续时间,1,,,,,
0,rnd,初始坐标x,640,,,,,,
0,rnd,初始坐标y,480,,,,,,
0,rnd,最终坐标x,640,,,,,,
0,rnd,最终坐标y,480,,,,,,
0,ANGLE,Ang,$最终坐标x,$最终坐标y,$HeartX,$HeartY,,,
0,JMPE,17,$开炮,200,,,,,
0,JMPABS,19,,,,,,,
0,gasterblaster,1,$初始坐标x,$初始坐标y,$最终坐标x,$最终坐标y,$Ang,0.4,0.8
0,SUB,开炮,$开炮,200,,,,,
0,JMPE,48,$回合持续时间,1600,,,,,
0,JMPL,27,$HeartX,255,,,,,
0,JMPG,32,$HeartX,391,,,,,
0,JMPL,37,$HeartY,240,,,,,
0,JMPG,42,$HeartY,376,,,,,
,,,,,,,,,
0,JMPABS,6,,,,,,,
,,,,,,,,,
,,,,,,,,,
0,SansSlam,0,,,,,,,
0,SOUND,DING,,,,,,,
0,JMPABS,6,,,,,,,
,,,,,,,,,
,,,,,,,,,
0,SansSlam,2,,,,,,,
0,SOUND,DING,,,,,,,
0,JMPABS,6,,,,,,,
,,,,,,,,,
,,,,,,,,,
0,SansSlam,1,,,,,,,
0,SOUND,DING,,,,,,,
0,JMPABS,6,,,,,,,
,,,,,,,,,
,,,,,,,,,
0,SansSlam,3,,,,,,,
0,SOUND,DING,,,,,,,
0,JMPABS,6,,,,,,,
,,,,,,,,,
,,,,,,,,,
0,EndAttack,,,,,,,,
